"Yp1"	"Yp2"	"Ym1"	"Ym2"	"Yo1"	"Yo2"	"Tp1"	"Tp2"	"NTp1"	"NTp2"	"Tm1"	"Tm2"	"NTm1"	"NTm2"
0.266967927364427	-0.171537222194015	1.35974022735979	-0.79971327039786	1.25774822477306	-2.31066585884521	0.281610607521386	-0.83565582868984	0.941868082036035	-0.618341521183519	1.59932962510403	0.374607104636652	-0.246482932207512	0.011964524356274
-0.46515025751621	0.571826701481451	-0.228567572218012	1.34207201145457	0.784710027590636	-0.253819230769947	0.454476796434364	-0.633766742108565	0.0326954286319169	0.216597444126541	-0.213756880482604	1.35545187163002	-0.313292072289781	0.40570832872968
0.681771324871732	0.264916800229279	-0.985163776880098	-0.343136314366892	-1.1359105637751	0.107661096865197	-0.140878261849756	0.331197917231046	0.268825085371835	0.808137559987131	0.252692473016127	0.346338313469788	-0.865202800965343	0.112269736708648
-0.05768261505515	-0.0888158708308141	0.972215838019204	1.5560553991594	1.37083843859168	-0.509331568162009	0.0457776745089709	0.0863533664285477	-1.33875291312048	-0.346201943786594	1.25993754734856	0.229937918986614	-0.510503788791056	0.716048311796596
-0.712551984351304	-0.854592482093825	0.645264992097106	1.12810665893027	-0.548416118168379	-1.67154413682532	-0.824265012030055	-0.849669916598872	-0.701787691865945	-0.872989730415778	-0.342410144418876	-0.701103942553201	-0.283013102444662	-0.43083665798027
-1.68502035225115	-1.67780647848043	-1.84585731705373	0.583052824879542	0.260930570225453	0.624559329041681	-0.285107357588169	-0.432493058421947	-0.226764042540548	-0.645194590751563	-0.0225712189734093	-0.580424664666931	-1.52358538624369	0.505954178769458
0.889986109764806	1.16107308369726	0.995871470131566	0.29742154803295	0.249955516298907	0.940661451179839	0.264857579972703	-0.440241162303704	0.0542807767064383	0.497399787370542	0.254034780627564	-1.21017334603642	0.0384116249954924	0.0136955510441088
0.565881809516284	-0.328779327406291	-0.966462289151578	-0.614411313766738	0.62432508956703	0.515098273575011	-0.189473951334764	-1.16581468220832	0.753361718062749	0.965087349156728	-0.00916228503393554	1.19539829951234	-0.616801069390747	-0.74561666704657
1.11829882431669	1.14566411935351	-0.00768341577159481	0.929115156086803	-0.666925830984225	0.24785002388607	-0.155459271638383	0.0547879751597964	0.0321001307383841	0.0698980112250363	-0.295992426757542	-0.772182670288988	-0.229760062608503	-0.326511592826785
-1.58459725726657	0.0966500510611626	-1.42999267676993	0.499146157504043	1.24854124841949	0.0972748280481056	-0.283349266091417	-0.780991332463414	-0.211135540775692	-0.000874693524782949	-0.976357991687344	-0.715586461576411	-0.535238419102756	0.198778128500009
1.92659988823971	1.02341316659807	1.6436097372913	-1.65945001805018	1.10030895402401	-0.612613709321633	1.24670543825294	0.170836560237866	0.762733306295905	0.0150127380929159	0.438165645547983	-0.313492635312324	1.05775420041311	-1.88993145041627
-1.50345616637561	0.0170295808852912	-2.62720173617186	-1.04263427482269	-1.95350587026716	0.347381587546582	0.186623901047585	-0.00239911342191237	-1.67896616065122	-1.3058906336273	-1.25519201169617	0.394849010802603	0.120742550930751	0.0372452655291545
1.33529833287762	-1.17943122023203	-1.33005778134812	0.736186745688537	1.77335762095574	0.83950352625147	1.10461569085837	-0.487217114794661	-0.0201301220596913	0.121036307429367	-0.642602383557224	-0.563801962403132	-2.18978621468491	-0.117189870217925
0.771286082379939	0.110411059280896	1.23328615243499	0.378394913964909	0.120139530371577	-0.739608111502039	0.473271583040213	-0.107958405689025	0.206565555324848	0.0607161241931932	0.215858926657042	1.17143627529506	0.400294938383099	-0.88153520131453
-3.53540316417337	-1.37162710095438	-1.0724431264329	-0.84433282534681	-1.86466502368635	-1.6055487600542	-0.957610829847511	-1.09282319458784	-1.93437354793133	0.368267150408015	0.773353702460242	-0.433356064318603	-1.6026359944466	0.210598533677735
2.90938687084032	0.30079277014946	1.02316211494796	0.495731323429147	1.94826941923019	-1.22539164813347	1.83005117707662	0.819935903673656	1.51934920920902	-0.308863601262701	0.810599875627965	-0.0171134929535425	0.232637675703777	-0.459686527501811
1.57022873045199	-0.561860298598355	0.727625202200191	0.443910051095389	0.149812474312958	-0.743811497672666	0.899565230563627	-0.64354006665671	-0.166057576617901	0.519340849888763	0.356851567625294	0.4898526651239	0.568146511348454	0.327660932791967
0.661938295432639	-1.89820223921907	0.647033545116629	-1.1057579311148	0.56926654821771	1.28858591496111	0.673052595346864	0.300525719334001	0.373016761104657	0.147332307400066	-0.621116816400756	-0.446925555146029	1.32578658496016	0.49326161869789
-1.83084973145847	0.71436313288922	-1.08199195304017	0.321221192417344	0.191620796764981	0.535468970583779	-0.0464854474971053	-0.387616155045167	-1.17446798587344	0.0714876713680859	-1.1857748680352	-0.148081992195863	-1.1350375570506	0.174829969477058
1.65773572396816	-0.0592890453998956	1.31703526233866	1.1524491824529	2.34854951438819	0.587747652784332	1.56244217082355	0.0824957829954923	0.0924197308285093	-0.293407601356592	1.17251026710399	-0.212007608298768	0.150115986647251	0.692719952429078
-0.396697598193733	-0.317300766435652	-0.672655063135424	0.0357245627695735	-1.60222860387975	0.485879156029573	-0.0437402941442382	0.924988703640091	-0.530197482934907	-0.353657788183301	-1.21356265402555	0.269942095390631	1.64950933495296	-0.00490593962930971
-0.861148335211448	-1.8458606491568	0.442132405255827	-0.458779612653935	-1.34888352974911	-1.73612498426865	-0.291402095145815	-0.537178374241108	-0.544948033622451	0.0653830436434363	-0.732151138845769	-0.0128575525476592	0.321673827744117	-0.871139927251276
1.66904124095148	1.19776842247364	1.69655312244461	1.61995028847641	1.8379545083455	1.22633864128505	1.30695628685561	0.417642294949611	0.265168242467258	1.22702236298418	-0.158511112720258	1.49118499571632	-1.0448450390883	0.493009827047475
2.09048905717972	-0.642082491719602	2.22359151908727	-0.474771014744112	0.280377987185644	-1.27597737109714	0.218272984467837	-0.855007064298565	0.75505789177975	-0.644804761446341	0.447934846141139	-1.27858111319294	1.15332195751431	-0.477454432256458
1.06095006646045	-1.29779011083194	1.83190910312987	0.704650066752069	1.38140170249062	-0.436210917674794	1.0107265448605	-0.131410737259503	-0.0233531859619625	-0.243360572698924	1.15399379495968	1.01660713339651	-0.0814970438631489	0.782386890575776
1.50991902884249	-0.0718892003628874	1.89434724868016	0.392492549921506	2.36841958627922	-0.284809095173903	-0.202600536944486	-2.17982468745759	0.693641262873709	0.853526502387245	1.64088599393481	-0.859574956908464	-0.429832878123018	-0.478522417531804
1.34391064009158	-2.09541406999845	-0.0332417048794178	-0.70174683774215	-1.21320167494759	0.795716283091059	-0.0252694517060365	-1.51741939465629	0.506538037902023	-0.547749182129842	-0.667135768563274	1.4404344824623	-0.580667572011641	0.683724921796751
